,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
350,2019-12-04,'000713,丰乐种业,8.29,8.39,8.01,8.24,8.04,0.25,3.1095,9.9936,38828994,318762382.5,3635845849.41,3220986303.82
351,2019-12-03,'000713,丰乐种业,8.04,8.15,7.95,7.95,7.97,0.07,0.8783,5.7387,22297005,180114335.35,3440095905.0,3123851614.32
352,2019-12-02,'000713,丰乐种业,7.97,8.04,7.82,7.95,8.01,-0.04,-0.4994,4.9933,19400927,153734772.39,3410144821.25,3096653901.26
353,2019-11-29,'000713,丰乐种业,8.01,8.28,7.95,8.18,8.28,-0.27,-3.2609,7.0907,27550153,221777222.35,3427259726.25,3112195451.58
354,2019-11-28,'000713,丰乐种业,8.28,8.38,7.88,7.88,8.1,0.18,2.2222,9.513,36961519,303574425.75,3542785335.0,3217100916.24
355,2019-11-27,'000713,丰乐种业,8.1,8.52,8.06,8.09,8.03,0.07,0.8717,7.4694,29021514,238378001.43,3465768262.5,3147163939.8
356,2019-11-26,'000713,丰乐种业,8.03,8.14,7.85,7.89,7.96,0.07,0.8794,5.6151,21816864,174355744.8,3435817178.75,3119966226.74
357,2019-11-25,'000713,丰乐种业,7.96,8.3,7.91,8.16,8.33,-0.37,-4.4418,8.1478,31657487,254861480.34,3405866095.0,3092768513.68
358,2019-11-22,'000713,丰乐种业,8.33,8.77,8.15,8.18,8.44,-0.11,-1.3033,12.2106,47442823,400910012.14,3564178966.25,3236527854.14
359,2019-11-21,'000713,丰乐种业,8.44,8.86,8.22,8.49,8.46,-0.02,-0.2364,18.1606,70561046,605372702.53,3611244955.0,3279267117.52
360,2019-11-20,'000713,丰乐种业,8.46,8.46,7.59,7.62,7.69,0.77,10.013,13.2532,51493953,418815930.54,3619802407.5,3287037892.68
361,2019-11-19,'000713,丰乐种业,7.69,7.74,7.57,7.65,7.71,-0.02,-0.2594,4.5446,17657494,134905252.34,3290340486.25,2987863049.02
362,2019-11-18,'000713,丰乐种业,7.71,7.86,7.26,7.3,7.48,0.23,3.0749,6.2026,24099602,183663252.84,3298897938.75,2995633824.18
363,2019-11-15,'000713,丰乐种业,7.48,7.58,7.25,7.3,7.33,0.15,2.0464,4.4883,17438696,129568284.56,3200487235.0,2906269909.84
364,2019-11-14,'000713,丰乐种业,7.33,7.38,7.2,7.31,7.39,-0.06,-0.8119,2.7954,10861092,79174833.19,3136306341.25,2847989096.14
365,2019-11-13,'000713,丰乐种业,7.39,7.52,7.28,7.41,7.37,0.02,0.2714,2.5439,9883893,73062007.6,3161978698.75,2871301421.62
366,2019-11-12,'000713,丰乐种业,7.37,7.47,7.26,7.32,7.27,0.1,1.3755,2.6547,10314505,75981516.32,3153421246.25,2863530646.46
367,2019-11-11,'000713,丰乐种业,7.27,7.57,7.21,7.57,7.59,-0.32,-4.2161,3.1127,12094210,88883893.6,3110633983.75,2824676770.66
368,2019-11-08,'000713,丰乐种业,7.59,7.76,7.58,7.68,7.67,-0.08,-1.043,1.9862,7717310,58982445.16,3247553223.75,2949009173.22
369,2019-11-07,'000713,丰乐种业,7.67,7.71,7.59,7.61,7.61,0.06,0.7884,2.174,8446642,64721544.2,3281783033.75,2980092273.86
370,2019-11-06,'000713,丰乐种业,7.61,7.89,7.58,7.89,7.96,-0.35,-4.397,3.803,14776280,113967767.1,3256110676.25,2956779948.38
371,2019-11-05,'000713,丰乐种业,7.96,8.08,7.77,7.95,7.95,0.01,0.1258,3.1947,12412820,98076449.26,3405866095.0,3092768513.68
372,2019-11-04,'000713,丰乐种业,7.95,8.04,7.94,7.99,8.03,-0.08,-0.9963,2.0102,7810384,62412235.06,3401587368.75,3088883126.1
373,2019-11-01,'000713,丰乐种业,8.03,8.2,7.8,8.0,8.0,0.03,0.375,2.5613,9951716,79392457.4,3435817178.75,3119966226.74
374,2019-12-31,'000892,欢瑞世纪,5.01,5.15,4.98,5.12,5.05,-0.04,-0.7921,1.9314,10408844,52631838.73,4914712169.73,2700067446.18
375,2019-12-30,'000892,欢瑞世纪,5.05,5.17,4.96,5.17,5.17,-0.12,-2.3211,1.5114,8145307,41069625.27,4953951388.65,2721624870.9
376,2019-12-27,'000892,欢瑞世纪,5.17,5.33,5.15,5.32,5.29,-0.12,-2.2684,1.0270000000000001,5534683,29009480.72,5071669045.41,2786297145.06
377,2019-12-26,'000892,欢瑞世纪,5.29,5.37,5.22,5.36,5.42,-0.13,-2.3985,1.2913,6959202,36782121.97,5189386702.17,2850969419.22
378,2019-12-25,'000892,欢瑞世纪,5.42,5.43,5.17,5.42,5.42,0.0,0.0,2.0137,10852799,57254555.51,5316914163.66,2921031049.56
379,2019-12-24,'000892,欢瑞世纪,5.42,5.49,5.32,5.35,5.4,0.02,0.3704,0.7712,4156116,22481244.66,5316914163.66,2921031049.56
380,2019-12-23,'000892,欢瑞世纪,5.4,5.75,5.3,5.73,5.76,-0.36,-6.25,1.5431,8316421,45677162.92,5297294554.2,2910252337.2
381,2019-12-20,'000892,欢瑞世纪,5.76,5.76,5.48,5.66,5.71,0.05,0.8757,2.0585,11093756,62465068.36,5650447524.48,3104269159.68
382,2019-12-19,'000892,欢瑞世纪,5.71,5.95,5.47,5.61,5.54,0.17,3.0686,2.5021,13484468,76340221.79,5601398500.83,3077322378.78
383,2019-12-18,'000892,欢瑞世纪,5.54,5.82,5.51,5.81,5.79,-0.25,-4.3178,1.6185,8722592,49088978.73,5434631820.42,2985703323.72
384,2019-12-17,'000892,欢瑞世纪,5.79,5.99,5.7,5.79,5.72,0.07,1.2238,2.3882,12870718,75142933.55,5679876938.67,3120437228.22
385,2019-12-16,'000892,欢瑞世纪,5.72,5.84,5.48,5.48,5.49,0.23,4.1894,2.1259,11457094,65415634.76,5611208305.56,3082711734.96
386,2019-12-13,'000892,欢瑞世纪,5.49,5.6,5.46,5.58,5.62,-0.13,-2.3132,1.2326,6642909,36676751.27,5385582796.77,2958756542.82
387,2019-12-12,'000892,欢瑞世纪,5.62,5.82,5.6,5.78,5.75,-0.13,-2.2609,1.4974,8070193,45891846.14,5513110258.26,3028818173.16
388,2019-12-11,'000892,欢瑞世纪,5.75,5.97,5.51,5.54,5.54,0.21,3.7906,3.1599,17029836,99217357.52,5640637719.75,3098879803.5
389,2019-12-10,'000892,欢瑞世纪,5.54,5.57,5.24,5.3,5.3,0.24,4.5283,1.9236,10367223,56902067.75,5434631820.42,2985703323.72
390,2019-12-09,'000892,欢瑞世纪,5.3,5.43,5.27,5.36,5.35,-0.05,-0.9346,1.1808,6363579,34129421.42,5199196506.9,2856358775.4
391,2019-12-06,'000892,欢瑞世纪,5.35,5.36,5.01,5.08,5.06,0.29,5.7312,1.6696,8998038,47025622.51,5248245530.55,2883305556.3
392,2019-12-05,'000892,欢瑞世纪,5.06,5.19,4.92,5.09,5.1,-0.04,-0.7843,1.4729,7938209,40191022.3,4963761193.38,2727014227.08
393,2019-12-04,'000892,欢瑞世纪,5.1,5.19,5.07,5.14,5.14,-0.04,-0.7782,0.4395,2368500,12108872.0,5003000412.3,2748571651.8
394,2019-12-03,'000892,欢瑞世纪,5.14,5.23,5.12,5.23,5.22,-0.08,-1.5326,0.313,1687072,8693795.51,5042239631.22,2770129076.52
395,2019-12-02,'000892,欢瑞世纪,5.22,5.31,5.12,5.31,5.22,0.0,0.0,0.5473,2949389,15259843.2,5120718069.06,2813243925.96
396,2019-11-29,'000892,欢瑞世纪,5.22,5.34,5.17,5.34,5.3,-0.08,-1.5094,0.7332,3951726,20779854.5,5120718069.06,2813243925.96
397,2019-11-28,'000892,欢瑞世纪,5.3,5.35,5.21,5.27,5.27,0.03,0.5693,0.56,3017874,16003278.34,5199196506.9,2856358775.4
398,2019-11-27,'000892,欢瑞世纪,5.27,5.37,5.17,5.36,5.38,-0.11,-2.0446,0.7646,4120626,21592540.68,5169767092.71,2840190706.86
399,2019-11-26,'000892,欢瑞世纪,5.38,5.48,5.24,5.38,5.39,-0.01,-0.1855,1.0692,5762401,30915824.51,5277674944.74,2899473624.84
400,2019-11-25,'000892,欢瑞世纪,5.39,5.65,5.23,5.35,5.45,-0.06,-1.1009,2.0168,10869212,58725665.22,5287484749.47,2904862981.02
401,2019-11-22,'000892,欢瑞世纪,5.45,5.56,5.11,5.32,5.25,0.2,3.8095,2.3811,12832606,68517258.85,5346343577.85,2937199118.1
402,2019-11-21,'000892,欢瑞世纪,5.25,5.43,5.24,5.43,5.47,-0.22,-4.0219,1.6747,9025701,47991825.18,5150147483.25,2829411994.5
403,2019-11-20,'000892,欢瑞世纪,5.47,5.47,4.9,4.96,4.97,0.5,10.0604,3.3014,17792557,94815535.33,5365963187.31,2947977830.46
404,2019-11-19,'000892,欢瑞世纪,4.97,5.07,4.89,5.07,5.01,-0.04,-0.7984,1.1848,6385078,31563175.98,4875472950.81,2678510021.46
405,2019-11-18,'000892,欢瑞世纪,5.01,5.12,4.94,5.03,5.02,-0.01,-0.1992,0.8814,4750259,23914290.43,4914712169.73,2700067446.18
406,2019-11-15,'000892,欢瑞世纪,5.02,5.22,4.96,5.17,5.15,-0.13,-2.5243,1.2383,6673436,33612123.72,4924521974.46,2705456802.36
407,2019-11-14,'000892,欢瑞世纪,5.15,5.25,5.12,5.16,5.15,0.0,0.0,0.506,2727100,14120783.0,5052049435.95,2775518432.7
408,2019-11-13,'000892,欢瑞世纪,5.15,5.29,5.11,5.15,5.24,-0.09,-1.7176,0.5647,3043282,15740406.48,5052049435.95,2775518432.7
409,2019-11-12,'000892,欢瑞世纪,5.24,5.3,5.12,5.16,5.22,0.02,0.3831,0.9358,5043510,26328201.49,5140337678.52,2824022638.32
410,2019-11-11,'000892,欢瑞世纪,5.22,5.41,5.18,5.33,5.31,-0.09,-1.6949,0.7024,3785701,19970857.27,5120718069.06,2813243925.96
411,2019-11-08,'000892,欢瑞世纪,5.31,5.41,5.27,5.3,5.31,0.0,0.0,1.0524,5671980,30329686.96,5209006311.63,2861748131.58
412,2019-11-07,'000892,欢瑞世纪,5.31,5.34,5.09,5.16,5.16,0.15,2.907,1.2119,6531609,34282639.95,5209006311.63,2861748131.58
413,2019-11-06,'000892,欢瑞世纪,5.16,5.25,5.09,5.12,5.12,0.04,0.7813,1.3737,7403429,38302092.33,5061859240.68,2780907788.88
414,2019-11-05,'000892,欢瑞世纪,5.12,5.31,5.07,5.19,5.26,-0.14,-2.6616,1.34,7221998,37470513.8,5022620021.76,2759350364.16
415,2019-11-04,'000892,欢瑞世纪,5.26,5.27,5.09,5.15,5.14,0.12,2.3346,1.4018,7555060,39310859.0,5159957287.98,2834801350.68
416,2019-11-01,'000892,欢瑞世纪,5.14,5.24,4.96,5.08,5.12,0.02,0.3906,1.4647,7894024,40303559.94,5042239631.22,2770129076.52
417,2019-12-31,'002170,芭田股份,3.29,3.33,3.2,3.23,3.23,0.06,1.8576,1.6771,14873514,48681778.91,2917778042.83,2917778042.83
418,2019-12-30,'002170,芭田股份,3.23,3.23,3.16,3.23,3.23,0.0,0.0,0.8236,7304156,23355835.08,2864566285.21,2864566285.21
419,2019-12-27,'002170,芭田股份,3.23,3.27,3.21,3.25,3.24,-0.01,-0.3086,0.7961,7060654,22870859.78,2864566285.21,2864566285.21
420,2019-12-26,'002170,芭田股份,3.24,3.25,3.2,3.22,3.22,0.02,0.6211,0.5828,5168240,16674577.84,2873434911.48,2873434911.48
421,2019-12-25,'002170,芭田股份,3.22,3.24,3.2,3.22,3.21,0.01,0.3115,0.5953,5279400,17005264.0,2855697658.94,2855697658.94
422,2019-12-24,'002170,芭田股份,3.21,3.22,3.17,3.18,3.17,0.04,1.2618,0.6205,5503401,17577524.19,2846829032.67,2846829032.67
423,2019-12-23,'002170,芭田股份,3.17,3.27,3.16,3.27,3.25,-0.08,-2.4615,0.9607,8520000,27382484.0,2811354527.59,2811354527.59
424,2019-12-20,'002170,芭田股份,3.25,3.3,3.24,3.25,3.25,0.0,0.0,0.9805,8695700,28370251.0,2882303537.75,2882303537.75
425,2019-12-19,'002170,芭田股份,3.25,3.25,3.22,3.22,3.23,0.02,0.6192,0.7489,6641821,21486375.83,2882303537.75,2882303537.75
426,2019-12-18,'002170,芭田股份,3.23,3.27,3.22,3.23,3.23,0.0,0.0,0.9537,8458400,27403214.0,2864566285.21,2864566285.21
427,2019-12-17,'002170,芭田股份,3.23,3.24,3.17,3.19,3.22,0.01,0.3106,1.3943,12365127,39794045.71,2864566285.21,2864566285.21
428,2019-12-16,'002170,芭田股份,3.22,3.23,3.09,3.19,3.19,0.03,0.9404,1.5228,13505404,42604206.14,2855697658.94,2855697658.94
429,2019-12-13,'002170,芭田股份,3.19,3.2,3.15,3.17,3.18,0.01,0.3145,0.7764,6885180,21862168.8,2829091780.13,2829091780.13
430,2019-12-12,'002170,芭田股份,3.18,3.26,3.15,3.16,3.13,0.05,1.5974,1.3081,11600810,37128491.76,2820223153.86,2820223153.86
431,2019-12-11,'002170,芭田股份,3.13,3.16,3.12,3.15,3.14,-0.01,-0.3185,0.3713,3292731,10311294.72,2775880022.51,2775880022.51
432,2019-12-10,'002170,芭田股份,3.14,3.15,3.11,3.13,3.13,0.01,0.3195,0.5041,4470933,14015463.96,2784748648.78,2784748648.78
433,2019-12-09,'002170,芭田股份,3.13,3.15,3.11,3.14,3.13,0.0,0.0,0.4261,3779100,11810066.0,2775880022.51,2775880022.51
434,2019-12-06,'002170,芭田股份,3.13,3.14,3.11,3.12,3.13,0.0,0.0,0.3737,3314473,10337441.43,2775880022.51,2775880022.51
435,2019-12-05,'002170,芭田股份,3.13,3.13,3.1,3.11,3.1,0.03,0.9677,0.4831,4284806,13356244.74,2775880022.51,2775880022.51
436,2019-12-04,'002170,芭田股份,3.1,3.14,3.05,3.06,3.08,0.02,0.6494,0.5179,4592888,14259122.8,2749274143.7,2749274143.7
437,2019-12-03,'002170,芭田股份,3.08,3.08,3.03,3.05,3.07,0.01,0.3257,0.319,2829501,8634792.04,2731536891.16,2731536891.16
438,2019-12-02,'002170,芭田股份,3.07,3.11,3.05,3.11,3.09,-0.02,-0.6472,0.4556,4040700,12430513.0,2722668264.89,2722668264.89
439,2019-11-29,'002170,芭田股份,3.09,3.12,3.05,3.07,3.07,0.02,0.6515,0.5507,4883800,15061102.0,2740405517.43,2740405517.43
440,2019-11-28,'002170,芭田股份,3.07,3.1,3.03,3.06,3.1,-0.03,-0.9677,1.0948,9709642,29778740.56,2722668264.89,2722668264.89
441,2019-11-27,'002170,芭田股份,3.1,3.3,3.07,3.08,3.01,0.09,2.99,1.7433,15461097,48642613.64,2749274143.7,2749274143.7
442,2019-11-26,'002170,芭田股份,3.01,3.05,3.01,3.03,3.05,-0.04,-1.3115,0.5376,4768100,14406964.0,2669456507.27,2669456507.27
443,2019-11-25,'002170,芭田股份,3.05,3.15,2.98,3.0,2.99,0.06,2.0067,0.758,6722660,20620869.37,2704931012.35,2704931012.35
444,2019-11-22,'002170,芭田股份,2.99,3.04,2.97,3.01,3.01,-0.02,-0.6645,0.375,3325402,10001338.96,2651719254.73,2651719254.73
445,2019-11-21,'002170,芭田股份,3.01,3.03,3.0,3.02,3.03,-0.02,-0.6601,0.2401,2129643,6416117.43,2669456507.27,2669456507.27
446,2019-11-20,'002170,芭田股份,3.03,3.04,2.99,3.01,3.01,0.02,0.6645,0.4568,4051300,12224305.0,2687193759.81,2687193759.81
447,2019-11-19,'002170,芭田股份,3.01,3.02,2.96,2.96,2.97,0.04,1.3468,0.3594,3186987,9564980.94,2669456507.27,2669456507.27
448,2019-11-18,'002170,芭田股份,2.97,2.98,2.94,2.96,2.96,0.01,0.3378,0.2828,2508400,7435480.0,2633982002.19,2633982002.19
449,2019-11-15,'002170,芭田股份,2.96,3.0,2.96,3.0,3.0,-0.04,-1.3333,0.2898,2570226,7641553.96,2625113375.92,2625113375.92
450,2019-11-14,'002170,芭田股份,3.0,3.02,2.99,3.0,2.99,0.01,0.3344,0.2826,2506702,7518136.0,2660587881.0,2660587881.0
451,2019-11-13,'002170,芭田股份,2.99,3.03,2.99,3.01,3.02,-0.03,-0.9934,0.2335,2070847,6216384.53,2651719254.73,2651719254.73
452,2019-11-12,'002170,芭田股份,3.02,3.04,2.98,3.01,3.01,0.01,0.3322,0.3272,2901390,8712536.84,2678325133.54,2678325133.54
453,2019-11-11,'002170,芭田股份,3.01,3.09,2.99,3.09,3.09,-0.08,-2.589,0.6046,5362220,16262290.8,2669456507.27,2669456507.27
454,2019-11-08,'002170,芭田股份,3.09,3.14,3.07,3.13,3.1,-0.01,-0.3226,0.4292,3806400,11811511.0,2740405517.43,2740405517.43
455,2019-11-07,'002170,芭田股份,3.1,3.12,3.09,3.11,3.11,-0.01,-0.3215,0.3419,3031989,9412233.89,2749274143.7,2749274143.7
456,2019-11-06,'002170,芭田股份,3.11,3.14,3.1,3.14,3.13,-0.02,-0.639,0.319,2829243,8802562.96,2758142769.97,2758142769.97
457,2019-11-05,'002170,芭田股份,3.13,3.14,3.09,3.1,3.12,0.01,0.3205,0.4082,3620261,11283459.96,2775880022.51,2775880022.51
458,2019-11-04,'002170,芭田股份,3.12,3.15,3.11,3.15,3.13,-0.01,-0.3195,0.4221,3743466,11725108.28,2767011396.24,2767011396.24
459,2019-11-01,'002170,芭田股份,3.13,3.14,3.08,3.1,3.12,0.01,0.3205,0.5661,5020358,15641736.24,2775880022.51,2775880022.51
460,2019-12-31,'002385,大北农,4.98,4.98,4.98,4.98,4.53,0.45,9.9338,1.3841,57320817,285457668.66,20892740885.1,20623364507.9
461,2019-12-30,'002385,大北农,4.53,4.53,4.02,4.1,4.12,0.41,9.9515,3.1744,131458205,567169254.68,19004842612.3,18759807474.1
462,2019-12-27,'002385,大北农,4.12,4.15,4.05,4.08,4.07,0.05,1.2285,1.2293,50907239,208684652.99,17284757519.4,17061899954.4
463,2019-12-26,'002385,大北农,4.07,4.11,4.05,4.06,4.08,-0.01,-0.2451,0.5222,21623833,88110413.5,17074991044.6,16854838061.7
464,2019-12-25,'002385,大北农,4.08,4.12,4.06,4.12,4.12,-0.04,-0.9709,0.5952,24650358,100645178.02,17116944339.6,16896250440.2
465,2019-12-24,'002385,大北农,4.12,4.17,4.11,4.13,4.11,0.01,0.2433,0.5683,23535904,97050811.16,17284757519.4,17061899954.4
466,2019-12-23,'002385,大北农,4.17,4.29,4.17,4.23,4.27,-0.1,-2.3419,1.0767,44588050,188809909.9,17494523994.2,17268961847.0
467,2019-12-20,'002385,大北农,4.27,4.29,4.19,4.2,4.2,0.07,1.6667,1.1598,48030589,204371248.93,17914056943.7,17683085632.3
468,2019-12-19,'002385,大北农,4.2,4.22,4.17,4.2,4.19,0.01,0.2387,0.6432,26637887,111694261.06,17620383879.0,17393198982.6
469,2019-12-18,'002385,大北农,4.19,4.26,4.18,4.21,4.22,-0.03,-0.7109,0.8992,37239572,156843329.11,17578430584.0,17351786604.1
470,2019-12-17,'002385,大北农,4.22,4.24,4.05,4.07,4.07,0.15,3.6855,1.5332,63493519,264448800.17,17704290468.9,17476023739.7
471,2019-12-16,'002385,大北农,4.07,4.07,4.02,4.05,4.05,0.02,0.4938,0.9509,39380624,159417376.36,17074991044.6,16854838061.7
472,2019-12-13,'002385,大北农,4.05,4.07,3.99,4.06,4.05,0.0,0.0,0.9362,38769895,155821598.48,16991084454.8,16772013304.6
473,2019-12-12,'002385,大北农,4.05,4.1,4.02,4.08,4.08,-0.03,-0.7353,0.6671,27625667,112061827.29,17184125153.2,16772013304.6
474,2019-12-11,'002385,大北农,4.08,4.19,4.06,4.19,4.18,-0.1,-2.3923,0.9153,37904944,155200086.53,17311414969.2,16896250440.2
475,2019-12-10,'002385,大北农,4.18,4.26,4.15,4.26,4.26,-0.08,-1.8779,0.7847,32494251,136002741.62,17735714355.7,17310374225.5
476,2019-12-09,'002385,大北农,4.26,4.31,4.25,4.3,4.29,-0.03,-0.6993,0.5027,20816708,88822357.78,18075153864.9,17641673253.8
477,2019-12-06,'002385,大北农,4.29,4.31,4.26,4.28,4.29,0.0,0.0,0.3428,14197993,60767203.69,18202443680.8,17765910389.4
478,2019-12-05,'002385,大北农,4.29,4.3,4.25,4.3,4.29,0.0,0.0,0.373,15446180,65954192.36,18202443680.8,17765910389.4
479,2019-12-04,'002385,大北农,4.29,4.32,4.26,4.3,4.32,-0.03,-0.6944,0.3259,13496282,57836229.06,18202443680.8,17765910389.4
480,2019-12-03,'002385,大北农,4.32,4.37,4.23,4.35,4.36,-0.04,-0.9174,0.4194,17369097,74739067.22,18329733496.8,17890147525.0
481,2019-12-02,'002385,大北农,4.36,4.42,4.34,4.37,4.34,0.02,0.4608,0.3593,14877846,65081817.01,18499453251.4,18055797039.1
482,2019-11-29,'002385,大北农,4.34,4.36,4.3,4.33,4.35,-0.01,-0.2299,0.3638,15066573,65170263.48,18414593374.1,17972972282.0
483,2019-11-28,'002385,大北农,4.35,4.41,4.3,4.31,4.32,0.03,0.6944,0.6068,25130334,109615285.68,18457023312.8,18014384660.5
484,2019-11-27,'002385,大北农,4.32,4.39,4.31,4.32,4.34,-0.02,-0.4608,0.5046,20896436,90819393.36,18329733496.8,17890147525.0
485,2019-11-26,'002385,大北农,4.34,4.36,4.26,4.27,4.27,0.07,1.6393,0.5684,23538256,101404962.66,18414593374.1,17972972282.0
486,2019-11-25,'002385,大北农,4.27,4.36,4.25,4.32,4.29,-0.02,-0.4662,0.4279,17718864,75850002.96,18117583803.5,17683085632.3
487,2019-11-22,'002385,大北农,4.29,4.4,4.2,4.2,4.21,0.08,1.9002,0.8252,34173974,146828655.85,18202443680.8,17765910389.4
488,2019-11-21,'002385,大北农,4.21,4.26,4.18,4.25,4.27,-0.06,-1.4052,0.5174,21424870,90273341.55,17863004171.7,17434611361.1
489,2019-11-20,'002385,大北农,4.27,4.32,4.25,4.31,4.33,-0.06,-1.3857,0.5067,20984684,89814764.68,18117583803.5,17683085632.3
490,2019-11-19,'002385,大北农,4.33,4.38,4.3,4.33,4.32,0.01,0.2315,0.4925,20395778,88257177.02,18372163435.5,17931559903.5
491,2019-11-18,'002385,大北农,4.32,4.34,4.18,4.25,4.31,0.01,0.23199999999999998,0.5495,22755757,97703945.6,18329733496.8,17890147525.0
492,2019-11-15,'002385,大北农,4.31,4.41,4.27,4.4,4.41,-0.1,-2.2676,0.6955,28804330,124404418.1,18287303558.2,17848735146.4
493,2019-11-14,'002385,大北农,4.41,4.45,4.37,4.44,4.43,-0.02,-0.4515,0.5446,22551390,99393815.81,18711602944.7,18262858931.7
494,2019-11-13,'002385,大北农,4.43,4.53,4.41,4.52,4.53,-0.1,-2.2075,0.6981,28908306,128669613.99,18796462822.0,18345683688.8
495,2019-11-12,'002385,大北农,4.53,4.57,4.45,4.5,4.52,0.01,0.2212,0.693,28699187,129358083.64,19220762208.5,18759807474.1
496,2019-11-11,'002385,大北农,4.52,4.63,4.48,4.54,4.61,-0.09,-1.9523,0.9604,39772955,180211264.39,19178332269.8,18718395095.6
497,2019-11-08,'002385,大北农,4.61,4.74,4.59,4.72,4.72,-0.11,-2.3305,1.0853,44946683,208562639.96,19560201717.7,19091106502.3
498,2019-11-07,'002385,大北农,4.72,4.8,4.48,4.51,4.52,0.2,4.4248,1.7988,74491037,348931059.41,20026931042.8,19546642666.2
499,2019-11-06,'002385,大北农,4.52,4.7,4.48,4.66,4.8,-0.28,-5.8333,1.8798,77848149,355523147.04,19178332269.8,18718395095.6
500,2019-11-05,'002385,大北农,4.8,4.88,4.78,4.8,4.8,0.0,0.0,0.9128,37800448,182233816.02,20366370552.0,19877941694.4
501,2019-11-04,'002385,大北农,4.8,4.87,4.74,4.76,4.82,-0.02,-0.4149,0.7979,33043316,158533430.61,20366370552.0,19877941694.4
502,2019-11-01,'002385,大北农,4.82,4.85,4.66,4.8,4.84,-0.02,-0.4132,0.8857,36677133,174956565.74,20451230429.3,19960766451.5
503,2019-12-31,'002654,万润科技,5.5,5.74,5.23,5.7,5.81,-0.31,-5.3356,9.3451,74119004,407651521.53,4846278904.5,4362241042.5
504,2019-12-30,'002654,万润科技,5.81,5.81,5.2,5.3,5.28,0.53,10.0379,9.7758,77535180,430362856.91,5119432806.39,4608112810.35
505,2019-12-27,'002654,万润科技,5.28,5.28,4.75,4.8,4.8,0.48,10.0,8.6405,68530474,353804816.04,4652427748.32,4187751400.8
506,2019-12-26,'002654,万润科技,4.8,4.92,4.7,4.78,4.84,-0.04,-0.8264,3.035,24071965,115300098.99,4229479771.2,3807046728.0
507,2019-12-25,'002654,万润科技,4.84,4.91,4.56,4.71,4.71,0.13,2.7601,3.8668,30669165,146272891.32,4264725435.96,3838772117.4
508,2019-12-24,'002654,万润科技,4.71,4.78,4.62,4.62,4.66,0.05,1.073,2.4598,19509472,91725779.82,4150177025.49,3735664601.85
509,2019-12-23,'002654,万润科技,4.66,4.95,4.61,4.92,5.05,-0.39,-7.7228,4.4693,35447542,167855578.58,4106119944.54,3696007865.1
510,2019-12-20,'002654,万润科技,5.05,5.3,4.84,4.92,4.92,0.13,2.6423,6.688,53045129,268977029.27,4449765175.95,4005330411.75
511,2019-12-19,'002654,万润科技,4.92,5.06,4.85,4.91,4.95,-0.03,-0.6061,4.8632,38571545,190751239.5,4335216765.48,3902222896.2
512,2019-12-18,'002654,万润科技,4.95,5.09,4.85,4.92,5.04,-0.09,-1.7857,7.294,57850941,287015473.79,4361651014.05,3926016938.25
513,2019-12-17,'002654,万润科技,5.04,5.17,4.65,4.66,4.7,0.34,7.234,10.922,86626324,436717591.85,4486900219.2,3997399064.4
514,2019-12-16,'002654,万润科技,4.7,4.78,4.47,4.56,4.51,0.19,4.2129,6.0074,47646721,220855300.72,4184212506.0,3727733254.5
515,2019-12-13,'002654,万润科技,4.51,4.68,4.5,4.6,4.71,-0.2,-4.2463,5.9461,47160642,215117539.0,4015063489.8,3577037654.85
516,2019-12-12,'002654,万润科技,4.71,4.93,4.4,4.65,4.66,0.05,1.073,10.6539,84499576,393898504.97,4193115085.8,3735664601.85
517,2019-12-11,'002654,万润科技,4.66,4.66,4.66,4.66,4.24,0.42,9.9057,3.5193,27913179,130075414.14,4148602186.8,3696007865.1
518,2019-12-10,'002654,万润科技,4.24,4.24,3.84,3.87,3.85,0.39,10.1299,2.5242,20020532,81967461.92,3774693835.2,3362891276.4
519,2019-12-09,'002654,万润科技,3.85,3.9,3.83,3.87,3.87,-0.02,-0.5168,0.4883,3872742,14964859.54,3427493223.0,3053568729.75
520,2019-12-06,'002654,万润科技,3.87,3.88,3.81,3.83,3.83,0.04,1.0444,0.654,5186919,19919713.52,3445298382.6,3069431424.45
521,2019-12-05,'002654,万润科技,3.83,3.84,3.79,3.8,3.8,0.03,0.7895,0.3852,3054800,11670214.0,3409688063.4,3037706035.05
522,2019-12-04,'002654,万润科技,3.8,3.86,3.76,3.78,3.78,0.02,0.5291,0.5495,4358184,16647529.72,3382980324.0,3013911993.0
523,2019-12-03,'002654,万润科技,3.78,3.81,3.72,3.73,3.76,0.02,0.5319,0.4631,3672987,13836743.28,3365175164.4,2998049298.3
524,2019-12-02,'002654,万润科技,3.76,3.8,3.74,3.78,3.78,-0.02,-0.5291,0.3401,2697200,10163522.0,3347370004.8,2982186603.6
525,2019-11-29,'002654,万润科技,3.78,3.78,3.72,3.75,3.74,0.04,1.0695,0.3474,2755200,10354508.0,3365175164.4,2998049298.3
526,2019-11-28,'002654,万润科技,3.74,3.74,3.71,3.73,3.72,0.02,0.5376,0.2779,2204400,8222566.0,3329564845.2,2966323908.9
527,2019-11-27,'002654,万润科技,3.72,3.76,3.69,3.74,3.75,-0.03,-0.8,0.3328,2639900,9835191.0,3311759685.6,2950461214.2
