,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
528,2019-11-26,'002654,万润科技,3.75,3.78,3.72,3.76,3.79,-0.04,-1.0554,0.5659,4488703,16793754.19,3338467425.0,2974255256.25
529,2019-11-25,'002654,万润科技,3.79,3.82,3.74,3.82,3.81,-0.02,-0.5249,0.381,3022200,11387164.0,3374077744.2,3005980645.65
530,2019-11-22,'002654,万润科技,3.81,3.88,3.77,3.84,3.84,-0.03,-0.7813,0.4483,3555953,13593368.34,3391882903.8,3021843340.35
531,2019-11-21,'002654,万润科技,3.84,3.89,3.8,3.89,3.9,-0.06,-1.5385,0.5132,4070200,15633159.0,3418590643.2,3045637382.4
532,2019-11-20,'002654,万润科技,3.9,3.94,3.88,3.9,3.89,0.01,0.2571,0.3888,3083500,12059466.0,3472006122.0,3093225466.5
533,2019-11-19,'002654,万润科技,3.89,3.89,3.8,3.84,3.83,0.06,1.5666,0.4363,3460600,13349174.0,3499264982.2,3085294119.15
534,2019-11-18,'002654,万润科技,3.83,3.83,3.75,3.81,3.78,0.05,1.3228,0.2458,1949333,7403663.67,3445291743.4,3037706035.05
535,2019-11-15,'002654,万润科技,3.78,3.89,3.77,3.89,3.89,-0.11,-2.8278,0.4185,3319400,12667098.0,3400314044.4,2998049298.3
536,2019-11-14,'002654,万润科技,3.89,3.9,3.85,3.88,3.87,0.02,0.5168,0.2287,1814200,7033064.0,3499264982.2,3085294119.15
537,2019-11-13,'002654,万润科技,3.87,3.92,3.82,3.9,3.92,-0.05,-1.2755,0.2954,2342559,9063092.83,3481273902.6,3069431424.45
538,2019-11-12,'002654,万润科技,3.92,3.93,3.82,3.93,3.9,0.02,0.5128,0.4285,3398380,13161312.4,3526251601.6,3109088161.2
539,2019-11-11,'002654,万润科技,3.9,4.01,3.87,4.01,4.02,-0.12,-2.9851,0.4667,3701400,14491210.0,3508260522.0,3093225466.5
540,2019-11-08,'002654,万润科技,4.02,4.04,3.96,3.99,3.96,0.06,1.5152,0.5236,4152700,16638730.0,3616206999.6,3188401634.7
541,2019-11-07,'002654,万润科技,3.96,4.0,3.92,3.97,3.94,0.02,0.5076,0.379,3006286,11882571.9,3562233760.8,3140813550.6
542,2019-11-06,'002654,万润科技,3.94,4.03,3.92,4.02,4.03,-0.09,-2.2333,0.4686,3716410,14744178.2,3544242681.2,3124950855.9
543,2019-11-05,'002654,万润科技,4.03,4.07,4.0,4.05,4.0,0.03,0.75,0.4823,3825600,15408361.0,3625202539.4,3196332982.05
544,2019-11-04,'002654,万润科技,4.0,4.11,4.0,4.04,4.09,-0.09,-2.2005,0.5229,4147253,16739958.59,3598215920.0,3172538940.0
545,2019-11-01,'002654,万润科技,4.09,4.09,3.95,4.04,3.97,0.12,3.0227,0.5039,3996400,16126739.0,3679175778.2,3243921066.15
546,2019-12-31,'300087,荃银高科,10.13,10.48,9.79,10.05,9.53,0.6,6.2959,3.4462,14830228,152001162.57,4359243619.23,4359243619.23
547,2019-12-30,'300087,荃银高科,9.53,9.7,8.74,8.81,8.82,0.71,8.0499,2.0746,8927414,83198973.85,4101045576.63,4101045576.63
548,2019-12-27,'300087,荃银高科,8.82,8.9,8.69,8.76,8.76,0.06,0.6849,0.7982,3434735,30168135.47,3795511226.22,3795511226.22
549,2019-12-26,'300087,荃银高科,8.76,8.96,8.71,8.9,8.88,-0.12,-1.3514,0.4333,1864799,16417028.19,3769691421.96,3769691421.96
550,2019-12-25,'300087,荃银高科,8.88,9.05,8.75,8.96,8.98,-0.1,-1.1136,0.6278,2701825,24023956.89,3821331030.48,3821331030.48
551,2019-12-24,'300087,荃银高科,8.98,8.98,8.71,8.75,8.78,0.2,2.2779,0.9421,4054013,35918695.88,3864364037.58,3864364037.58
552,2019-12-23,'300087,荃银高科,8.78,9.01,8.76,8.79,8.79,-0.01,-0.1138,0.9961,4286549,38073491.7,3778298023.38,3778298023.38
553,2019-12-20,'300087,荃银高科,8.79,9.06,8.74,8.87,8.82,-0.03,-0.3401,0.9718,4182146,37005183.82,3782601324.09,3782601324.09
554,2019-12-19,'300087,荃银高科,8.82,9.13,8.61,8.61,8.74,0.08,0.9153,1.1677,5024955,44513551.39,3795511226.22,3795511226.22
555,2019-12-18,'300087,荃银高科,8.74,9.15,8.54,8.8,8.35,0.39,4.6707,1.4233,6124718,53652543.14,3761084820.54,3761084820.54
556,2019-12-17,'300087,荃银高科,8.35,8.42,8.16,8.22,8.17,0.18,2.2032,0.5166,2223108,18447031.2,3593256092.85,3593256092.85
557,2019-12-16,'300087,荃银高科,8.17,8.22,7.87,7.91,7.92,0.25,3.1566,0.5059,2176978,17500860.1,3515796680.07,3515796680.07
558,2019-12-13,'300087,荃银高科,7.92,7.94,7.84,7.86,7.86,0.06,0.7634,0.1973,849127,6706615.57,3408214162.32,3408214162.32
559,2019-12-12,'300087,荃银高科,7.86,7.92,7.84,7.88,7.88,-0.02,-0.2538,0.1023,440283,3466219.72,3382394358.06,3382394358.06
560,2019-12-11,'300087,荃银高科,7.88,7.9,7.75,7.85,7.84,0.04,0.5102,0.121,520789,4079144.65,3391000959.48,3391000959.48
561,2019-12-10,'300087,荃银高科,7.84,7.96,7.82,7.91,7.91,-0.07,-0.885,0.1192,513066,4036180.68,3373787756.64,3373787756.64
562,2019-12-09,'300087,荃银高科,7.91,7.93,7.8,7.8,7.89,0.02,0.2535,0.1323,569400,4490122.23,3403910861.61,3403910861.61
563,2019-12-06,'300087,荃银高科,7.89,7.9,7.84,7.84,7.84,0.05,0.6378,0.1486,639470,5036817.73,3395304260.19,3395304260.19
564,2019-12-05,'300087,荃银高科,7.84,7.92,7.78,7.89,7.79,0.05,0.6418,0.2181,938361,7370984.13,3373787756.64,3373787756.64
565,2019-12-04,'300087,荃银高科,7.79,7.82,7.7,7.7,7.74,0.05,0.6459999999999999,0.1205,518533,4018434.61,3352271253.09,3352271253.09
566,2019-12-03,'300087,荃银高科,7.74,7.85,7.71,7.72,7.79,-0.05,-0.6418,0.0992,427100,3310666.0,3330754749.54,3330754749.54
567,2019-12-02,'300087,荃银高科,7.79,7.85,7.71,7.71,7.75,0.04,0.5161,0.1114,479350,3729960.04,3352271253.09,3352271253.09
568,2019-11-29,'300087,荃银高科,7.75,7.83,7.7,7.83,7.75,0.0,0.0,0.0962,413912,3202489.76,3335058050.25,3335058050.25
569,2019-11-28,'300087,荃银高科,7.75,7.9,7.6,7.6,7.78,-0.03,-0.3856,0.16,688602,5364520.26,3335058050.25,3335058050.25
570,2019-11-27,'300087,荃银高科,7.78,7.99,7.71,7.74,7.74,0.04,0.5168,0.1754,755007,5934932.3,3347967952.38,3347967952.38
571,2019-11-26,'300087,荃银高科,7.74,7.8,7.6,7.78,7.79,-0.05,-0.6418,0.0861,370689,2873613.86,3330754749.54,3330754749.54
572,2019-11-25,'300087,荃银高科,7.79,7.83,7.7,7.74,7.8,-0.01,-0.1282,0.0932,400914,3101217.13,3352271253.09,3352271253.09
573,2019-11-22,'300087,荃银高科,7.8,7.94,7.71,7.83,7.83,-0.03,-0.3831,0.1502,646508,5037506.76,3356574553.8,3356574553.8
574,2019-11-21,'300087,荃银高科,7.83,8.15,7.76,7.87,7.98,-0.15,-1.8797,0.2437,1048590,8237712.81,3369484455.93,3369484455.93
575,2019-11-20,'300087,荃银高科,7.98,8.19,7.65,7.78,7.78,0.2,2.5707,0.4745,2041836,16062637.78,3434033966.58,3434033966.58
576,2019-11-19,'300087,荃银高科,7.78,7.87,7.62,7.7,7.78,0.0,0.0,0.231,993901,7716675.84,3347967952.38,3347967952.38
577,2019-11-18,'300087,荃银高科,7.78,7.88,7.5,7.88,7.84,-0.06,-0.7653,0.2158,928489,7112231.07,3347967952.38,3347967952.38
578,2019-11-15,'300087,荃银高科,7.84,7.98,7.7,7.98,7.86,-0.02,-0.2545,0.3241,1394606,10869928.36,3373787756.64,3373787756.64
579,2019-11-14,'300087,荃银高科,7.86,7.92,7.67,7.92,7.89,-0.03,-0.3802,0.1891,813716,6351098.86,3382394358.06,3382394358.06
580,2019-11-13,'300087,荃银高科,7.89,8.05,7.82,8.05,7.93,-0.04,-0.5044,0.1717,738896,5813431.36,3395304260.19,3395304260.19
581,2019-11-12,'300087,荃银高科,7.93,8.05,7.91,7.96,7.96,-0.03,-0.3769,0.1455,626100,4983631.0,3412517463.03,3412517463.03
582,2019-11-11,'300087,荃银高科,7.96,8.21,7.91,8.08,8.16,-0.2,-2.451,0.3209,1380794,11043770.94,3425427365.16,3425427365.16
583,2019-11-08,'300087,荃银高科,8.16,8.27,8.12,8.22,8.22,-0.06,-0.7299,0.268,1153485,9420722.67,3511493379.36,3511493379.36
584,2019-11-07,'300087,荃银高科,8.22,8.24,8.01,8.01,8.09,0.13,1.6069,0.3246,1396819,11425560.87,3537313183.62,3537313183.62
585,2019-11-06,'300087,荃银高科,8.09,8.38,8.07,8.38,8.28,-0.19,-2.2947,0.4184,1800419,14652175.98,3481370274.39,3481370274.39
586,2019-11-05,'300087,荃银高科,8.28,8.31,8.09,8.23,8.22,0.06,0.7299,0.7446,3204389,26283767.15,3563132987.88,3563132987.88
587,2019-11-04,'300087,荃银高科,8.22,8.46,8.21,8.4,8.44,-0.22,-2.6066,0.7969,3429402,28527578.26,3537313183.62,3537313183.62
588,2019-11-01,'300087,荃银高科,8.44,8.62,8.31,8.49,8.49,-0.05,-0.5889,0.6937,2985143,25210322.75,3631985799.24,3631985799.24
589,2019-12-31,'300184,力源信息,7.25,7.42,7.21,7.32,7.32,-0.07,-0.9563,2.8222,21183560,154493632.14,8541647109.5,5441828532.75
590,2019-12-30,'300184,力源信息,7.32,7.4,7.16,7.35,7.47,-0.15,-2.008,3.9442,29604680,215833670.4,8624118185.04,5494370325.48
591,2019-12-27,'300184,力源信息,7.47,7.93,7.46,7.8,7.86,-0.39,-4.9618,5.9427,44606052,343957040.86,8800841918.34,5606959881.33
592,2019-12-26,'300184,力源信息,7.86,7.97,7.73,7.9,7.93,-0.07,-0.8827,5.1042,38312261,299474167.55,9260323624.92,5899692726.54
593,2019-12-25,'300184,力源信息,7.93,8.1,7.65,7.75,7.78,0.15,1.9280000000000002,6.7987,51030869,403437643.45,9342794700.46,5952234519.27
594,2019-12-24,'300184,力源信息,7.78,7.84,7.62,7.65,7.63,0.15,1.9659,3.4765,26094154,201897398.29,9166070967.16,5839644963.42
595,2019-12-23,'300184,力源信息,7.63,7.84,7.52,7.7,7.72,-0.09,-1.1658,4.3886,32941038,253512664.16,8989347233.86,5727055407.57
596,2019-12-20,'300184,力源信息,7.72,8.15,7.69,8.1,8.05,-0.33,-4.0994,5.8527,43930126,347532796.64,9095381473.84,5794609141.08
597,2019-12-19,'300184,力源信息,8.05,8.12,7.94,8.08,8.16,-0.11,-1.348,6.1517,46174328,371038840.68,9484173687.1,6042306163.95
598,2019-12-18,'300184,力源信息,8.16,8.3,7.8,7.85,7.86,0.3,3.8168,11.5557,86736783,698604488.27,9613771091.52,6124871838.24
599,2019-12-17,'300184,力源信息,7.86,7.97,7.76,7.79,7.86,0.0,0.0,8.6633,65026360,511634614.52,9260323624.92,5899692726.54
600,2019-12-16,'300184,力源信息,7.86,7.87,7.46,7.49,7.48,0.38,5.0802,9.4496,70928243,544394242.22,9260323624.92,5899692726.54
601,2019-12-13,'300184,力源信息,7.48,7.6,7.34,7.55,7.51,-0.03,-0.3995,6.8597,51488982,384580767.91,8812623500.56,5614465851.72
602,2019-12-12,'300184,力源信息,7.51,7.91,7.48,7.79,7.72,-0.21,-2.7202,10.3243,77493977,598335939.29,8847968247.22,5636983762.89
603,2019-12-11,'300184,力源信息,7.72,7.94,7.62,7.78,7.83,-0.11,-1.4049,7.2934,54743894,423777991.21,9095381473.84,5794609141.08
604,2019-12-10,'300184,力源信息,7.83,8.07,7.39,7.53,7.55,0.28,3.7086,11.9057,89363617,691554746.06,9224978878.26,5877174815.37
605,2019-12-09,'300184,力源信息,7.55,7.78,7.54,7.69,7.71,-0.16,-2.0752,8.1389,61090005,467022747.48,8895094576.1,5667007644.45
606,2019-12-06,'300184,力源信息,7.71,7.87,7.33,7.38,7.37,0.34,4.6133,10.3421,77627451,587545209.89,9083599891.62,5787103170.69
607,2019-12-05,'300184,力源信息,7.37,7.54,7.07,7.15,7.09,0.28,3.9492,7.7204,57949073,426023269.34,8683026096.14,5531900177.43
608,2019-12-04,'300184,力源信息,7.09,7.2,7.02,7.12,7.21,-0.12,-1.6644,3.5868,26922707,191122829.43,8353141793.98,5321733006.51
609,2019-12-03,'300184,力源信息,7.21,7.22,6.99,7.09,7.18,0.03,0.4178,4.4441,33357050,236969124.29,8494520780.62,5411804651.19
610,2019-12-02,'300184,力源信息,7.18,7.23,7.0,7.08,7.06,0.12,1.6997,4.9976,37511825,267939302.41,8459176033.96,5389286740.02
611,2019-11-29,'300184,力源信息,7.06,7.17,6.98,7.01,7.06,0.0,0.0,4.9178,36913053,260911338.97,8317797047.32,5299215095.34
612,2019-11-28,'300184,力源信息,7.06,7.13,6.76,6.82,6.84,0.22,3.2164,6.5836,49416448,345889107.86,8317797047.32,5299215095.34
613,2019-11-27,'300184,力源信息,6.84,6.99,6.39,6.57,6.58,0.26,3.9514,4.835,36291049,243391474.76,8058602238.48,5134083746.76
614,2019-11-26,'300184,力源信息,6.58,6.74,6.57,6.62,6.61,-0.03,-0.4539,2.0296,15233990,101252673.6,7752281100.76,4938928516.62
615,2019-11-25,'300184,力源信息,6.61,7.04,6.56,7.04,7.01,-0.4,-5.7061,4.0359,30293465,203028487.36,7787625847.42,4961446427.79
616,2019-11-22,'300184,力源信息,7.01,7.2,6.91,7.08,7.08,-0.07,-0.9887,4.4349,33288242,234901461.79,8258889136.22,5261685243.39
617,2019-11-21,'300184,力源信息,7.08,7.11,6.83,6.89,6.92,0.16,2.3121,3.9988,30014583,210525453.26,8341360211.76,5314227036.12
618,2019-11-20,'300184,力源信息,6.92,7.19,6.92,7.14,7.13,-0.21,-2.9453,4.4229,33198254,233550514.61,8152854896.24,5194131509.88
619,2019-11-19,'300184,力源信息,7.13,7.13,6.9,6.99,6.98,0.15,2.149,5.4542,40939026,288196453.02,8400268122.86,5351756888.07
620,2019-11-18,'300184,力源信息,6.98,7.07,6.82,6.83,6.84,0.14,2.0468,5.121,38438413,267049500.04,8223544389.56,5239167332.22
621,2019-11-15,'300184,力源信息,6.84,7.24,6.83,7.09,7.11,-0.27,-3.7975,9.7415,73119189,514249352.91,8058602238.48,5134083746.76
622,2019-11-14,'300184,力源信息,7.11,7.11,6.33,6.45,6.46,0.65,10.0619,10.4015,78073595,540900604.38,8376704958.42,5336744947.29
623,2019-11-13,'300184,力源信息,6.46,6.5,6.21,6.31,6.38,0.08,1.2539,2.4895,18686391,118108846.91,7610902114.12,4848856871.94
624,2019-11-12,'300184,力源信息,6.38,6.56,6.22,6.48,6.55,-0.17,-2.5954,2.7862,20912823,132585905.55,7516649456.36,4788809108.82
625,2019-11-11,'300184,力源信息,6.55,6.76,6.44,6.76,6.75,-0.2,-2.963,3.1515,23655435,155534004.05,7716936354.1,4916410605.45
626,2019-11-08,'300184,力源信息,6.75,6.91,6.62,6.7,6.56,0.19,2.8963,3.9955,29989789,203001406.63,7952567998.5,5066530013.25
627,2019-11-07,'300184,力源信息,6.56,6.62,6.46,6.53,6.52,0.04,0.6135,1.3211,9916274,64933983.7,7728717936.32,4923916575.84
628,2019-11-06,'300184,力源信息,6.52,6.67,6.5,6.65,6.69,-0.17,-2.5411,1.785,13398080,88017307.0,7681591607.44,4893892694.28
629,2019-11-05,'300184,力源信息,6.69,6.81,6.59,6.79,6.76,-0.07,-1.0355,1.7837,13388520,89507202.37,7881878505.18,5021494190.91
630,2019-11-04,'300184,力源信息,6.76,6.85,6.71,6.78,6.73,0.03,0.4458,2.0139,15115932,102597755.04,7964349580.72,5074035983.64
631,2019-11-01,'300184,力源信息,6.73,6.74,6.53,6.58,6.49,0.24,3.698,2.4769,18591739,124192847.73,7929004834.06,5051518072.47
632,2019-12-31,'300189,神农科技,3.61,3.8,3.61,3.7,3.61,0.0,0.0,1.0365,10614136,39141947.46,3696640000.0,3696640000.0
633,2019-12-30,'300189,神农科技,3.61,3.64,3.4,3.53,3.54,0.07,1.9774,0.8533,8737406,30600664.6,3696640000.0,3696640000.0
634,2019-12-27,'300189,神农科技,3.54,3.58,3.53,3.54,3.54,0.0,0.0,0.4603,4713300,16738054.0,3624960000.0,3624960000.0
635,2019-12-26,'300189,神农科技,3.54,3.59,3.52,3.56,3.58,-0.04,-1.1173,0.4662,4774100,16920634.0,3624960000.0,3624960000.0
636,2019-12-25,'300189,神农科技,3.58,3.67,3.58,3.66,3.65,-0.07,-1.9178,0.4926,5043950,18157911.5,3665920000.0,3665920000.0
637,2019-12-24,'300189,神农科技,3.65,3.66,3.59,3.61,3.6,0.05,1.3889,0.5186,5310595,19255157.1,3737600000.0,3737600000.0
638,2019-12-23,'300189,神农科技,3.6,3.77,3.6,3.75,3.75,-0.15,-4.0,0.9088,9306400,34053827.0,3686400000.0,3686400000.0
639,2019-12-20,'300189,神农科技,3.75,3.82,3.74,3.79,3.78,-0.03,-0.7937,0.5494,5625480,21253143.0,3840000000.0,3840000000.0
640,2019-12-19,'300189,神农科技,3.78,3.85,3.78,3.8,3.84,-0.06,-1.5625,0.6093,6239550,23699402.0,3870720000.0,3870720000.0
641,2019-12-18,'300189,神农科技,3.84,3.89,3.81,3.81,3.86,-0.02,-0.5181,0.6537,6694050,25728501.02,3932160000.0,3932160000.0
642,2019-12-17,'300189,神农科技,3.86,3.89,3.81,3.89,3.88,-0.02,-0.5155,0.6804,6967402,26756781.12,3952640000.0,3952640000.0
643,2019-12-16,'300189,神农科技,3.88,3.92,3.83,3.85,3.89,-0.01,-0.2571,0.5582,5715990,22117538.3,3973120000.0,3973120000.0
644,2019-12-13,'300189,神农科技,3.89,3.92,3.76,3.76,3.76,0.13,3.4574,0.8057,8250424,31800044.42,3983360000.0,3983360000.0
645,2019-12-12,'300189,神农科技,3.76,3.8,3.75,3.77,3.77,-0.01,-0.2653,0.4227,4328280,16357663.8,3850240000.0,3850240000.0
646,2019-12-11,'300189,神农科技,3.77,3.85,3.76,3.81,3.81,-0.04,-1.0499,0.3966,4061200,15340031.0,3860480000.0,3860480000.0
647,2019-12-10,'300189,神农科技,3.81,3.86,3.73,3.86,3.86,-0.05,-1.2953,0.8170000000000001,8365726,31649703.48,3901440000.0,3901440000.0
648,2019-12-09,'300189,神农科技,3.86,3.96,3.82,3.92,3.95,-0.09,-2.2785,0.9629,9859860,38305352.8,3952640000.0,3952640000.0
649,2019-12-06,'300189,神农科技,3.95,4.03,3.94,4.01,4.01,-0.06,-1.4963,0.5997,6141300,24360586.5,4044800000.0,4044800000.0
650,2019-12-05,'300189,神农科技,4.01,4.06,3.95,4.06,4.06,-0.05,-1.2315,0.7091,7261170,29099351.3,4106240000.0,4106240000.0
651,2019-12-04,'300189,神农科技,4.06,4.11,4.01,4.08,4.08,-0.02,-0.4902,0.5722,5859000,23734364.0,4157440000.0,4157440000.0
652,2019-12-03,'300189,神农科技,4.08,4.08,3.91,3.97,3.96,0.12,3.0303,0.7141,7312804,29310863.57,4177920000.0,4177920000.0
653,2019-12-02,'300189,神农科技,3.96,4.03,3.94,4.0,3.98,-0.02,-0.5025,0.6737,6898805,27438146.8,4055040000.0,4055040000.0
654,2019-11-29,'300189,神农科技,3.98,4.18,3.97,4.18,4.16,-0.18,-4.3269,1.237,12666653,51174857.49,4075520000.0,4075520000.0
655,2019-11-28,'300189,神农科技,4.16,4.26,4.03,4.03,4.06,0.1,2.4631,1.9706,20179286,84348482.05,4259840000.0,4259840000.0
656,2019-11-27,'300189,神农科技,4.06,4.12,3.91,3.97,3.95,0.11,2.7848,1.1772,12055005,48859452.18,4157440000.0,4157440000.0
657,2019-11-26,'300189,神农科技,3.95,3.99,3.81,3.89,3.89,0.06,1.5424,0.6043,6188536,24338122.48,4044800000.0,4044800000.0
658,2019-11-25,'300189,神农科技,3.89,4.03,3.88,4.02,3.98,-0.09,-2.2613,0.6104,6250800,24590526.17,3983360000.0,3983360000.0
659,2019-11-22,'300189,神农科技,3.98,4.08,3.91,3.98,4.0,-0.02,-0.5,1.0497,10748610,42888297.35,4075520000.0,4075520000.0
660,2019-11-21,'300189,神农科技,4.0,4.12,3.97,4.03,4.03,-0.03,-0.7444,1.3556,13881247,55657766.69,4096000000.0,4096000000.0
661,2019-11-20,'300189,神农科技,4.03,4.25,3.96,4.07,4.1,-0.07,-1.7073,1.8124,18558600,76012081.45,4126720000.0,4126720000.0
662,2019-11-19,'300189,神农科技,4.1,4.11,3.9,3.95,3.95,0.15,3.7975,1.3735,14064716,57025054.08,4198400000.0,4198400000.0
663,2019-11-18,'300189,神农科技,3.95,3.95,3.71,3.72,3.74,0.21,5.615,1.2878,13187108,51140616.26,4044800000.0,4044800000.0
664,2019-11-15,'300189,神农科技,3.74,3.8,3.72,3.8,3.77,-0.03,-0.7958,0.546,5591172,20994857.45,3829760000.0,3829760000.0
665,2019-11-14,'300189,神农科技,3.77,3.86,3.73,3.86,3.84,-0.07,-1.8229,0.94,9625328,36352782.08,3860480000.0,3860480000.0
666,2019-11-13,'300189,神农科技,3.84,3.9,3.8,3.9,3.89,-0.05,-1.2853,0.8154,8349605,32135986.8,3932160000.0,3932160000.0
667,2019-11-12,'300189,神农科技,3.89,3.96,3.72,3.84,3.84,0.05,1.3021,1.5188,15552628,59880550.22,3983360000.0,3983360000.0
668,2019-11-11,'300189,神农科技,3.84,3.99,3.71,3.74,3.7,0.14,3.7838,2.474,25333821,98357478.41,3932160000.0,3932160000.0
669,2019-11-08,'300189,神农科技,3.7,3.8,3.68,3.8,3.71,-0.01,-0.2695,1.004,10280869,38262304.37,3788800000.0,3788800000.0
670,2019-11-07,'300189,神农科技,3.71,3.8,3.62,3.63,3.55,0.16,4.507,1.3766,14096710,52247701.7,3799040000.0,3799040000.0
671,2019-11-06,'300189,神农科技,3.55,3.66,3.55,3.65,3.62,-0.07,-1.9337,0.6444,6598593,23701132.15,3635200000.0,3635200000.0
672,2019-11-05,'300189,神农科技,3.62,3.63,3.54,3.54,3.56,0.06,1.6854,0.7618,7800998,28055411.78,3706880000.0,3706880000.0
673,2019-11-04,'300189,神农科技,3.56,3.57,3.5,3.5,3.5,0.06,1.7143,0.6304,6455205,22852245.82,3645440000.0,3645440000.0
674,2019-11-01,'300189,神农科技,3.5,3.51,3.45,3.47,3.49,0.01,0.2865,0.3729,3818195,13281148.55,3584000000.0,3584000000.0
675,2019-12-31,'300248,新开普,8.21,8.23,8.09,8.11,8.15,0.06,0.7362,1.2556,6040459,49334325.8,3949769383.95,3949769383.95
676,2019-12-30,'300248,新开普,8.15,8.19,7.86,8.02,8.05,0.1,1.2422,1.4302,6880446,55509463.3,3920903834.25,3920903834.25
677,2019-12-27,'300248,新开普,8.05,8.33,8.03,8.2,8.22,-0.17,-2.0681,1.7709,8519461,69607737.34,3872794584.75,3872794584.75
678,2019-12-26,'300248,新开普,8.22,8.45,8.14,8.45,8.28,-0.06,-0.7246,2.5678,12353554,101573269.71,3954580308.9,3954580308.9
679,2019-12-25,'300248,新开普,8.28,8.28,7.97,8.01,8.01,0.27,3.3708,2.3441,11277386,91792193.14,3983445858.6,3983445858.6
680,2019-12-24,'300248,新开普,8.01,8.03,7.7,7.74,7.74,0.27,3.4884,1.2978,6243825,49346792.58,3853550884.95,3853550884.95
681,2019-12-23,'300248,新开普,7.74,7.96,7.71,7.9,7.9,-0.16,-2.0253,1.1827,5689791,44634362.94,3723655911.3,3723655911.3
682,2019-12-20,'300248,新开普,7.9,8.12,7.87,8.12,8.06,-0.16,-1.9851,1.2528,6027143,48113559.45,3800630710.5,3800630710.5
683,2019-12-19,'300248,新开普,8.06,8.11,7.94,7.96,7.96,0.1,1.2563,1.2641,6081530,48829691.49,3877605509.7,3877605509.7
684,2019-12-18,'300248,新开普,7.96,8.1,7.91,7.96,7.96,0.0,0.0,1.4622,7034437,56347830.71,3829496260.2,3829496260.2
685,2019-12-17,'300248,新开普,7.96,8.02,7.84,7.9,7.89,0.07,0.8872,1.8458,8879821,70488082.34,3829496260.2,3829496260.2
686,2019-12-16,'300248,新开普,7.89,7.9,7.71,7.71,7.7,0.19,2.4675,1.643,7904286,61875793.14,3795819785.55,3795819785.55
687,2019-12-13,'300248,新开普,7.7,7.71,7.59,7.63,7.61,0.09,1.1827,1.2898,6205085,47565208.66,3704412211.5,3704412211.5
688,2019-12-12,'300248,新开普,7.61,7.7,7.59,7.66,7.71,-0.1,-1.297,1.1573,5567530,42543837.1,3661113886.95,3661113886.95
689,2019-12-11,'300248,新开普,7.71,7.74,7.56,7.57,7.64,0.07,0.9162,1.2147,5843911,44768297.19,3709223136.45,3709223136.45
690,2019-12-10,'300248,新开普,7.64,7.67,7.51,7.66,7.57,0.07,0.9247,1.2702,6110911,46403889.89,3675546661.8,3675546661.8
691,2019-12-09,'300248,新开普,7.57,7.61,7.48,7.53,7.5,0.07,0.9333,0.996,4791684,36221240.29,3641870187.15,3641870187.15
692,2019-12-06,'300248,新开普,7.5,7.53,7.41,7.45,7.46,0.04,0.5362,0.8734,4201939,31404611.42,3608193712.5,3608193712.5
693,2019-12-05,'300248,新开普,7.46,7.48,7.33,7.36,7.32,0.14,1.9126,1.2261,5898569,43766233.53,3588950012.7,3588950012.7
694,2019-12-04,'300248,新开普,7.32,7.38,7.29,7.35,7.38,-0.06,-0.813,0.5857,2817606,20644791.38,3521597063.4,3521597063.4
695,2019-12-03,'300248,新开普,7.38,7.41,7.24,7.32,7.34,0.04,0.545,0.7823,3763404,27639138.6,3550462613.1,3550462613.1
696,2019-12-02,'300248,新开普,7.34,7.46,7.3,7.41,7.36,-0.02,-0.2717,0.9798,4713616,34808023.34,3531218913.3,3531218913.3
697,2019-11-29,'300248,新开普,7.36,7.42,7.25,7.4,7.4,-0.04,-0.5405,0.8440000000000001,4060332,29772895.28,3540840763.2,3540840763.2
698,2019-11-28,'300248,新开普,7.4,7.49,7.33,7.36,7.44,-0.04,-0.5376,0.8195,3942479,29121000.84,3560084463.0,3560084463.0
699,2019-11-27,'300248,新开普,7.44,7.54,7.36,7.41,7.43,0.01,0.1346,1.0079,4849099,36210548.79,3579328162.8,3579328162.8
700,2019-11-26,'300248,新开普,7.43,7.49,7.33,7.49,7.46,-0.03,-0.4021,0.9465,4553346,33785350.85,3574517237.85,3574517237.85
701,2019-11-25,'300248,新开普,7.46,7.84,7.36,7.77,7.92,-0.46,-5.8081,2.3229,11175146,83753251.6,3588950012.7,3588950012.7
702,2019-11-22,'300248,新开普,7.92,8.25,7.78,7.87,7.74,0.18,2.3256,2.9604,14242133,113940935.06,3810252560.4,3810252560.4
703,2019-11-21,'300248,新开普,7.74,7.87,7.71,7.8,7.82,-0.08,-1.023,1.1501,5533058,43038904.76,3723655911.3,3723655911.3
704,2019-11-20,'300248,新开普,7.82,7.98,7.78,7.97,7.98,-0.16,-2.005,1.3967,6719503,52878992.15,3762143310.9,3762143310.9
705,2019-11-19,'300248,新开普,7.98,7.99,7.81,7.85,7.87,0.11,1.3977,1.3940000000000001,6706289,53257265.31,3839118110.1,3839118110.1
706,2019-11-18,'300248,新开普,7.87,7.9,7.73,7.78,7.75,0.12,1.5484,1.075,5171510,40541318.84,3786197935.65,3786197935.65
707,2019-11-15,'300248,新开普,7.75,7.94,7.73,7.84,7.83,-0.08,-1.0217,1.4081,6774280,53098290.63,3728466836.25,3728466836.25
708,2019-11-14,'300248,新开普,7.83,7.94,7.6,7.76,7.79,0.04,0.5135,1.3542,6515085,51122597.56,3766954235.85,3766954235.85
